id,name,sport_type,teams,league,olympic_data
Q669313,Daniel Šmejkal,association football,1. FC Nürnberg,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,KFC Uerdingen 05,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,FK Příbram,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,SK Slavia Prague,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,FC Viktoria Plzeň,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,Czechia men's national football team,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,FK Chmel Blšany,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,Dukla Prague,2. Bundesliga,
Q669313,Daniel Šmejkal,association football,FK Bohemians Prague,2. Bundesliga,
Q671156,Harry Stiff,tug of war,,,1920 Summer Olympics
Q672149,Arkady Vorobyov,weightlifting,,,"weightlifting at the 1952 Summer Olympics – men's 82.5 kg (Olympic bronze medal), weightlifting at the 1956 Summer Olympics – men's 90 kg (Olympic gold medal), weightlifting at the 1960 Summer Olympics – men's 90 kg (Olympic gold medal)"
Q673475,Arcesilaus IV of Cyrene,,,,
Q697317,Patrik Ježek,association football,Karlsruher SC,2. Bundesliga,
Q697317,Patrik Ježek,association football,FK Austria Wien,2. Bundesliga,
Q697317,Patrik Ježek,association football,AC Sparta Prague,2. Bundesliga,
Q697317,Patrik Ježek,association football,FC Viktoria Plzeň,2. Bundesliga,
Q697317,Patrik Ježek,association football,ASKÖ Pasching,2. Bundesliga,
Q697317,Patrik Ježek,association football,Admira Wacker,2. Bundesliga,
Q697317,Patrik Ježek,association football,SK Austria Kärnten,2. Bundesliga,
Q697317,Patrik Ježek,association football,FC Red Bull Salzburg,2. Bundesliga,
Q697317,Patrik Ježek,association football,Czech Republic national under-21 football team,2. Bundesliga,
Q697317,Patrik Ježek,association football,FC Tirol Innsbruck,2. Bundesliga,
Q697317,Patrik Ježek,association football,Czech Republic national under-17 football team,2. Bundesliga,
Q701786,Wang Zi-Ping,,,,
Q702841,Oldřich Machač,ice hockey,HK Jestřábi Prostějov,,1976 Winter Olympics
Q703795,Martin Jakš,cross-country skiing,,,"FIS Nordic World Ski Championships 2017, FIS Nordic World Ski Championships 2007, cross-country skiing at the 2010 Winter Olympics – men's 4 × 10 kilometre relay (Olympic bronze medal), FIS Nordic World Ski Championships 2009, FIS Nordic World Ski Championships 2011, FIS Nordic World Ski Championships 2015, 2014 Winter Olympics, FIS Nordic World Ski Championships 2013"
Q710558,Arthur Mallwitz,athletics,,,"1906 Intercalated Games, 1908 Summer Olympics"
Q714669,Oleg Taktarov,judo,,,
Q714669,Oleg Taktarov,mixed martial arts,,,
Q717441,Alberto Salazar,athletics,,,1984 Summer Olympics
Q717790,Bohuslav Ebermann,ice hockey,Brûleurs de Loups,,1976 Winter Olympics
Q718829,Calvin Bricker,athletics,,,1912 Summer Olympics
Q719262,Christian Hosoi,skateboarding,,,
Q722746,Petr Sýkora,ice hockey,SC Bern,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,New York Rangers,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,New Jersey Devils,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Anaheim Ducks,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Pittsburgh Penguins,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Edmonton Oilers,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Minnesota Wild,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,Metallurg Magnitogorsk,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q722746,Petr Sýkora,ice hockey,HC Plzeň,National Hockey League,"ice hockey at the 2002 Winter Olympics, 2005 IIHF World Championship"
Q727332,Károly Varga,shooting sport,,,shooting at the 1980 Summer Olympics – mixed 50 metre rifle prone (Olympic gold medal)
Q731732,Zhanna Shubenok,modern pentathlon,,,2000 Summer Olympics
Q739663,Wally Albright,,,,
Q741143,Sammael,,,,
Q745026,Gábor P. Szabó,association football,Újpest FC,,1934 FIFA World Cup
Q751142,Laszlo Fekete,,,,
Q762419,George Genereux,shooting sport,,,"1952 ISSF World Shooting Championships (silver medal), shooting at the 1952 Summer Olympics – men's trap (Olympic gold medal)"
Q765474,Mark Felix,bodybuilding,,,
Q769648,Ivan Poddubny,wrestling,,,
Q777273,Edwin Mills,tug of war,,,"1912 Summer Olympics, 1920 Summer Olympics"
Q787080,Autolycus of Athens,,,,
Q788729,Iloosh Khoshabe,,,,
Q789827,Balázs Andor András,aerobatics,,,
Q791579,Kenzō Awa,,,,
Q804375,Ede Blasy,,,,
Q807664,Barbara Tesar,triathlon,,,
Q818083,Benny Vansteelant,triathlon,,,
Q822669,Bernard Boverton Redwood,powerboating,,,1908 Summer Olympics
Q833001,Karol Jablonski,ice sailing,,,
Q833523,János Bogár,athletics,,,
Q834085,József Bolla,wrestling,,,
Q834091,Mária Bolla,,,,
Q836388,Géza Tuli,artistic gymnastics,,,1912 Summer Olympics
Q850090,Bettina Zelenka,triathlon,,,
Q852909,József Bán,,,,
Q862101,Bill Flynn,ice hockey,Flint Generals,,
Q866631,Leung Jan,,,,
Q875692,Ibolya Gyimesi,aerobatics,,,
Q877242,Li Luoneng,,,,
Q889918,Bodo Ferl,bobsleigh,,,1988 Winter Olympics
Q890940,Bohumil Němeček,boxing,,,1960 Summer Olympics
Q896855,Brad Penrith,amateur wrestling,,,
Q897596,Sándor Szalay,figure skating,,,figure skating at the 1932 Winter Olympics – pairs
Q902948,Aditya Dev,,,,
Q912690,Sándor Dávid,,,,
Q913798,Aleksandr Kurlovich,weightlifting,,,"1988 Summer Olympics, 1992 Summer Olympics, 1996 Summer Olympics, Friendship Games"
Q914398,Robert Lang,ice hockey,Montreal Canadiens,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Pittsburgh Penguins,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Detroit Red Wings,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Boston Bruins,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Los Angeles Kings,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Washington Capitals,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Arizona Coyotes,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q914398,Robert Lang,ice hockey,Chicago Blackhawks,National Hockey League,"1992 Winter Olympics, 1998 Winter Olympics, 2006 Winter Olympics"
Q922415,Carlos Gracie,judo,,,
Q925954,Ryszard Rogala,para powerlifting,,,"2012 Summer Paralympics, 2008 Summer Paralympics, 2004 Summer Paralympics"
Q926482,Wim Hof,swimming,,,
Q930268,Václav Kozák,rowing,,,"rowing at the 1964 Summer Olympics – men's single sculls, rowing at the 1968 Summer Olympics – men's single sculls, rowing at the 1960 Summer Olympics – men's double sculls"
Q933325,Miloslav Hořava,ice hockey,New York Rangers,National Hockey League,"1988 Winter Olympics, 1984 Winter Olympics, 1994 Winter Olympics, 1992 Winter Olympics"
Q933773,Charles Brown,roque,,,1904 Summer Olympics
Q935095,Henryk Flinik,field hockey,,,"1952 Summer Olympics, 1960 Summer Olympics"
Q944243,Tomáš Vlasák,ice hockey,HC Ambrì-Piotta,National Hockey League,"2002 IIHF World Championship, 2001 IIHF World Championship, 2000 IIHF World Championship"
Q944243,Tomáš Vlasák,ice hockey,Ak Bars Kazan,National Hockey League,"2002 IIHF World Championship, 2001 IIHF World Championship, 2000 IIHF World Championship"
Q944243,Tomáš Vlasák,ice hockey,HC Slavia Praha,National Hockey League,"2002 IIHF World Championship, 2001 IIHF World Championship, 2000 IIHF World Championship"
Q944243,Tomáš Vlasák,ice hockey,HC Plzeň,National Hockey League,"2002 IIHF World Championship, 2001 IIHF World Championship, 2000 IIHF World Championship"
Q945289,Peter Falkner,fencing,,,
Q949892,Steve House,mountaineering,,,
Q950537,Karel Rada,association football,Eintracht Frankfurt,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Trabzonspor,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,SK Slavia Prague,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,SK Sigma Olomouc,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Czechia men's national football team,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,FK Teplice,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Bohemians 1905,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Dukla Prague,Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Eintracht Frankfurt,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Trabzonspor,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,SK Slavia Prague,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,SK Sigma Olomouc,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Czechia men's national football team,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,FK Teplice,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Bohemians 1905,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q950537,Karel Rada,association football,Dukla Prague,2. Bundesliga,"UEFA Euro 2000, UEFA Euro 1996"
Q952654,Pavel Fořt,association football,Toulouse FC,2. Bundesliga,
Q952654,Pavel Fořt,association football,Arminia Bielefeld,2. Bundesliga,
Q952654,Pavel Fořt,association football,Dynamo Dresden,2. Bundesliga,
Q952654,Pavel Fořt,association football,FK Příbram,2. Bundesliga,
Q952654,Pavel Fořt,association football,ŠK Slovan Bratislava,2. Bundesliga,
Q952654,Pavel Fořt,association football,SK Slavia Prague,2. Bundesliga,
Q952654,Pavel Fořt,association football,FC Viktoria Plzeň,2. Bundesliga,
Q952654,Pavel Fořt,association football,Football Club Molenbeek Brussels Strombeek,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-21 football team,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-17 football team,2. Bundesliga,
Q952654,Pavel Fořt,association football,Czech Republic national under-19 football team,2. Bundesliga,
Q957327,Tomáš Šmíd,tennis,,,
Q957414,Chris Bradford,,,,
Q958529,Marcel Lička,association football,FC Zlín,,
Q958529,Marcel Lička,association football,Górnik Zabrze,,
Q958529,Marcel Lička,association football,Dyskobolia Grodzisk Wielkopolski,,
Q958529,Marcel Lička,association football,SK Slavia Prague,,
Q958529,Marcel Lička,association football,FC Baník Ostrava,,
Q958529,Marcel Lička,association football,FK Viktoria Žižkov,,
Q958529,Marcel Lička,association football,FK Chmel Blšany,,
Q958529,Marcel Lička,association football,Racing Club de Calais,,
Q958529,Marcel Lička,association football,Czech Republic national under-21 football team,,
Q958529,Marcel Lička,association football,SK Kladno,,
Q958529,Marcel Lička,association football,UD Horadada,,
Q961979,Franz Wilhelmer,,,,1984 Winter Olympics
Q965819,József Várszegi,athletics,,,"1936 Summer Olympics, 1948 Summer Olympics, 1952 Summer Olympics"
Q970958,Callias II,,,,
Q971784,Aaron Links,bodybuilding,,,
Q972626,Stefan Schneider,,,,
Q979195,Mike Plant,,,,"1992-1993 Vendée Globe, 1989–1990 Vendee Globe"
Q983623,Mariano Haro,athletics,,,"1962 Ibero-American Games, 1972 Summer Olympics, 1976 Summer Olympics"
Q984592,Gunnar Nielsen,athletics,Københavns Idræts Forening,,"European championship, 1952 Summer Olympics, 1956 Summer Olympics"
Q986919,Dér László,skydiving,,,
Q987551,András Ecsédi,skydiving,,,
Q987931,János Egri,,,,
Q990812,Lajos Erkel,chess,,,
Q993505,Bruno Löwe,,,,
Q1000592,Tyson Fury,boxing,,,Deontay Wilder vs. Tyson Fury
Q1029029,Jiří Holík,ice hockey,HC Rebel Havlíčkův Brod,,1976 Winter Olympics
Q1031772,Gusztáv Götz,rowing,,,1936 Summer Olympics
Q1032870,Gyula Halasy,shooting sport,,,shooting at the 1924 Summer Olympics – men's trap (Olympic gold medal)
Q1032870,Gyula Halasy,skeet shooting,,,shooting at the 1924 Summer Olympics – men's trap (Olympic gold medal)
Q1035526,Balázs Herjeczki,handball,Q4048033,,
Q1037886,Frigyes Hollósi,swimming,,,"swimming at the 1924 Summer Olympics – men's 200 metre breaststroke, rowing at the 1936 Summer Olympics – men's eight"
Q1037886,Frigyes Hollósi,rowing,,,"swimming at the 1924 Summer Olympics – men's 200 metre breaststroke, rowing at the 1936 Summer Olympics – men's eight"
Q1055140,Róbert Horling,water polo,,,
Q1055660,Ádám Horváth,volleyball,,,
Q1056414,Viktor Hunfalvy,,Magyar Honvédelmi Szövetség,,
Q1057827,Cevdet Sümer,equestrian sport,,,1960 Summer Olympics
Q1069806,Chen Zhaokui,,,,
Q1078045,Christa Decker,,,,
Q1083426,Christine Becker,,,,
Q1384673,Emile Thubron,powerboating,,,1908 Summer Olympics
Q1384715,John Field-Richards,powerboating,,,1908 Summer Olympics
Q1385994,Jaroslav Holík,ice hockey,HC Dukla Jihlava,,1972 Winter Olympics
Q1386108,Milan Kajkl,ice hockey,EC KAC,,1976 Winter Olympics
Q1558575,Gyula Németh,athletics,,,
Q1559431,Göran Bjerendal,archery,,,"1980 Summer Olympics, 1984 Summer Olympics, 1988 Summer Olympics"
Q1560986,Ljubomir Magaš,,,,
Q1569690,Cleomedes of Astypalia,,,,
Q1590324,Maksim Batunin,,,,
Q1592812,Petr Smíšek,association football,FC Rot-Weiß Erfurt,3. Liga,
Q1592812,Petr Smíšek,association football,FC Viktoria Plzeň,3. Liga,
Q1592812,Petr Smíšek,association football,FK Jablonec,3. Liga,
Q1592812,Petr Smíšek,association football,FK Teplice,3. Liga,
Q1592812,Petr Smíšek,association football,Czech Republic national under-19 football team,3. Liga,
Q1593478,Heelan Tompkins,equestrian sport,,,"2004 Summer Olympics, 2008 Summer Olympics"
Q1595982,Heine Stupp,,,,
Q1601978,Helene Kienzle,artistic roller skating,,,
Q1602326,Helga Wischer,,,,
Q1602328,Helga Zöllner,figure skating,,,
Q1606383,Otto Schlenzka,,Kieler Yacht-Club,,
Q1612900,Inger Anne Frøysedal,athletics,,,
Q1618146,Hilbert Wagner,,,,
Q1633126,Hubert Dörer,,,,
Q1641354,Vasile Dumitrescu,bobsleigh,,,
Q1647388,Klaus Schenkel,,,,
Q1649332,Jan Štochl,handball,,,
Q1657767,Igor Lapshin,athletics,,,1988 Summer Olympics
Q1659390,Im Ho,,,,
Q1668497,Libor Podmol,motocross,,,
Q1669502,Thomas Tauporn,sport climbing,,,
Q1672678,Irina Vygusova,diving,,,"1996 Summer Olympics, 2000 Summer Olympics"
Q1675446,Iuliana Tcaciova,,,,
Q1675967,Ivan Kuzmin,,,,
Q1676015,Ivan Lazarev,luge,,,
Q1677099,Jack LaLanne,bodybuilding,,,
Q1677724,"Jacobo Fitz-James Stuart, 17th Duke of Alba",polo,,,1920 Summer Olympics
Q1677832,Jacqueline Uebelhart,triathlon,,,
Q1678594,Julián Muñoz Giraldo,road bicycle racing,,,"2009–10 UCI America Tour, 2008–09 UCI Europe Tour"
Q1678730,Jaime Hurtado,basketball,Club Sport Emelec,,"Ecuadorian parliamentary election, 1998, Ecuadorian parliamentary election, 1979, 1988 Ecuadorian presidential election, 1984 Ecuadorian presidential election"
Q330959,Béla Rajki,swimming,,,
Q331332,Vítězslav Lavička,association football,AC Sparta Prague,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FC Viktoria Plzeň,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FC Hradec Králové,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,Bohemians 1905,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,FK Hvězda Cheb,,2017 UEFA European Under-21 Championship
Q331332,Vítězslav Lavička,association football,MFK Chrudim,,2017 UEFA European Under-21 Championship
Q332054,Jan Velkoborský,association football,1. FC Bad Kötzting,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Rot Weiss Ahlen,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Viktoria Plzeň,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Baník Ostrava,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Czechia men's national football team,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Viktoria Žižkov,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Chmel Blšany,2. Bundesliga,
Q332054,Jan Velkoborský,association football,SV Elversberg,2. Bundesliga,
Q332054,Jan Velkoborský,association football,Czech Republic national under-21 football team,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FC Slavia Karlovy Vary,2. Bundesliga,
Q332054,Jan Velkoborský,association football,FK Tachov,2. Bundesliga,
Q333400,Grantley Berkeley,,,,
Q334334,Daniel Kolář,association football,AC Sparta Prague,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,FC Viktoria Plzeň,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Gaziantepspor,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czechia men's national football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,FK Chmel Blšany,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,1. FC Slovácko,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czech Republic national under-21 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334334,Daniel Kolář,association football,Czech Republic national under-19 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Modena F.C.,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Tottenham Hotspur F.C.,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,AC Sparta Prague,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,FC Viktoria Plzeň,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czechia men's national football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,TJ Jiskra Domažlice,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czech Republic national under-21 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q334393,David Limberský,association football,Czech Republic national under-20 football team,,"UEFA Euro 2016, UEFA Euro 2012"
Q342834,Jeb Corliss,,,,
Q347184,Roman Kreuziger,road bicycle racing,Tinkoff,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Tinkoff,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Team Jayco AlUla,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Team Jayco AlUla,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,XDS Astana Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,XDS Astana Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,road bicycle racing,Cannondale Pro Cycling Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
Q347184,Roman Kreuziger,cyclo-cross,Cannondale Pro Cycling Team,,"2009 Tour de France, 2010 Tour de France, 2011 Tour de France, 2008 Tour de France, 2010 UCI World Ranking, 2007 UCI ProTour, 2012 UCI World Tour, 2011 UCI World Tour, 2009 UCI World Ranking, 2013 UCI World Tour, 2013 Tour de France, 2005 UCI Europe Tour, 2008 UCI ProTour, 2013 Vuelta a España, 2014 UCI World Tour, 2015 Tour de France, 2015 UCI World Tour, 2016 Tour de France, 2016 UCI World Tour, 2016 UCI Europe Tour, 2017 Tour de France, 2017 UCI World Tour, 2016 UCI World Ranking, 2017 UCI Europe Tour, 2019 Tour de France, 2017 UCI World Ranking, 2018 UCI World Tour, 2018 UCI Europe Tour, 2018 UCI World Ranking, 2020 Tour de France, 2019 UCI Europe Tour, 2019 UCI World Ranking, 2020 UCI Europe Tour, 2020 UCI World Ranking, 2021 UCI Europe Tour, 2021 UCI World Ranking, 2008 Summer Olympics, 2012 Summer Olympics, Tour de France, Vuelta a España"
